satellite,UT Date,UT time,Sat(lon) [deg],Sat(lat) [deg],Sat(alt) [km],Sat(Azimuth) [deg],Sat(Elevation),[deg] SatRA[hr],SatDEC[deg],SunRA[hr],SunDEC[deg],SunZenithAngle[deg],SatAngularSpeed [arcsecs/sec]
ONEWEB-0271,2021-05-07,22:53:30,-130.414855,-20.045700,266584.13,265.254,34.431,05h10m29.713s,-19:38:21.504,3.0090218,17.0796145,101.221,5499.384
ONEWEB-0271,2021-05-07,23:06:30,-109.214053,-84.442961,266829.00,184.147,32.412,06h21m48.003s,-85:14:46.204,3.0096066,17.0820651,103.988,6192.935
ONEWEB-0271,2021-05-07,23:10:30,-125.230045,-76.919597,266687.25,193.201,35.111,05h36m36.477s,-77:25:15.799,3.0097865,17.0828191,104.843,6097.890
ONEWEB-0271,2021-05-07,23:14:30,-130.290165,-69.120507,266547.07,202.917,36.818,05h25m42.657s,-69:26:23.549,3.0099664,17.0835731,105.699,5979.596
ONEWEB-0271,2021-05-07,23:18:30,-133.210192,-61.236548,266410.21,213.042,37.427,05h20m33.141s,-61:23:52.485,3.0101464,17.0843270,106.556,5849.536
ONEWEB-0271,2021-05-07,23:22:30,-135.362292,-53.296787,266278.35,223.240,36.895,05h17m21.717s,-53:18:38.504,3.0103263,17.0850808,107.414,5721.352
ONEWEB-0271,2021-05-07,23:26:30,-137.155665,-45.310120,266153.10,233.169,35.262,05h15m3.689s,-45:11:7.236,3.0105062,17.0858347,108.274,5607.612
ONEWEB-0271,2021-05-07,23:30:30,-138.755440,-37.280450,266035.89,242.573,32.634,05h13m13.279s,-37:01:36.948,3.0106862,17.0865885,109.135,5517.050
ONEWEB-0271,2021-05-07,23:51:30,-121.547305,-84.222119,266077.17,185.327,31.659,06h11m44.511s,-84:49:18.652,3.0116308,17.0905453,113.670,5856.627
ONEWEB-0272,2021-05-07,22:37:30,-124.946471,-36.987174,212198.23,245.405,43.331,05h14m49.077s,-36:51:8.376,3.0083022,17.0765977,097.838,5293.390
ONEWEB-0272,2021-05-07,22:42:30,-118.378671,-75.719934,212361.85,193.417,36.876,05h34m48.221s,-76:27:38.831,3.0085271,17.0775405,098.893,5897.769
ONEWEB-0272,2021-05-07,22:46:30,-127.323738,-35.179410,212060.40,247.495,41.129,05h14m16.637s,-34:58:37.579,3.0087070,17.0782947,099.738,5204.930
ONEWEB-0272,2021-05-07,22:51:30,-121.817088,-73.850005,212231.28,196.045,37.119,05h31m17.294s,-74:29:35.484,3.0089319,17.0792374,100.797,5782.738
ONEWEB-0272,2021-05-07,22:55:30,-129.705771,-33.209452,211922.50,249.570,38.776,05h13m43.976s,-32:56:19.166,3.0091118,17.0799915,101.646,5126.869
ONEWEB-0272,2021-05-07,23:00:30,-125.087873,-71.814354,212099.93,198.921,37.201,05h28m22.945s,-72:21:26.659,3.0093367,17.0809341,102.709,5668.948
ONEWEB-0272,2021-05-07,23:04:30,-132.091834,-31.077460,211785.11,251.622,36.266,05h13m11.101s,-30:44:16.494,3.0095166,17.0816881,103.562,5059.172
ONEWEB-0272,2021-05-07,23:09:30,-128.218305,-69.613740,211968.34,202.023,37.086,05h25m57.302s,-70:03:16.060,3.0097415,17.0826306,104.629,5557.205
ONEWEB-0272,2021-05-07,23:13:30,-134.481320,-28.783821,211648.24,253.647,33.597,05h12m37.982s,-28:22:33.945,3.0099215,17.0833846,105.485,5001.807
ONEWEB-0272,2021-05-07,23:18:30,-131.231683,-67.249148,211836.77,205.320,36.742,05h23m54.272s,-67:35:8.445,3.0101464,17.0843270,106.556,5448.694
ONEWEB-0272,2021-05-07,23:22:30,-136.873765,-26.328983,211511.26,255.643,30.766,05h12m4.540s,-25:51:16.305,3.0103263,17.0850808,107.414,4954.784
ONEWEB-0272,2021-05-07,23:27:30,-134.147608,-64.721632,211704.99,208.772,36.136,05h22m9.118s,-64:57:9.171,3.0105512,17.0860231,108.489,5344.891
ONEWEB-0272,2021-05-07,23:36:30,-136.982433,-62.032107,211572.27,212.333,35.243,05h20m38.140s,-62:09:23.491,3.0109561,17.0877191,110.428,5247.441
ONEWEB-0272,2021-05-07,23:45:30,-139.749755,-59.181146,211437.58,215.954,34.041,05h19m18.417s,-59:11:55.852,3.0113609,17.0894149,112.372,5157.996
ONEWEB-0273,2021-05-07,22:37:30,-125.516866,-29.296012,176190.31,255.736,41.169,05h11m48.365s,-28:56:1.441,3.0083022,17.0765977,097.838,4821.251
ONEWEB-0273,2021-05-07,22:42:30,-126.119960,-39.547034,176168.75,241.722,42.411,05h13m34.509s,-39:25:23.588,3.0085271,17.0775405,098.893,4971.990
ONEWEB-0273,2021-05-07,22:47:30,-126.499443,-49.743070,176146.15,227.587,42.153,05h15m40.156s,-49:51:33.856,3.0087520,17.0784832,099.950,5126.146
ONEWEB-0273,2021-05-07,22:52:30,-126.415612,-59.879153,176121.15,213.922,40.508,05h18m31.497s,-60:14:6.810,3.0089769,17.0794259,101.009,5258.279
ONEWEB-0273,2021-05-07,22:57:30,-125.159892,-69.940375,176092.48,201.130,37.697,05h23m26.604s,-70:32:33.584,3.0092018,17.0803686,102.071,5348.296
ONEWEB-0273,2021-05-07,23:02:30,-119.282131,-79.852123,176059.01,189.354,33.987,05h37m21.970s,-80:45:44.634,3.0094267,17.0813111,103.135,5386.374
ONEWEB-0273,2021-05-07,23:11:30,-134.219915,-26.207901,175790.52,256.714,32.728,05h10m37.110s,-25:39:59.224,3.0098315,17.0830076,105.057,4638.367
ONEWEB-0273,2021-05-07,23:16:30,-134.887936,-36.149264,175768.19,244.759,34.891,05h12m13.343s,-35:47:56.899,3.0100564,17.0839500,106.127,4719.026
ONEWEB-0273,2021-05-07,23:21:30,-135.388107,-46.036853,175745.33,232.426,36.037,05h14m0.602s,-45:53:4.899,3.0102813,17.0848924,107.200,4812.252
ONEWEB-0273,2021-05-07,23:26:30,-135.562275,-55.867420,175720.53,219.989,36.164,05h16m14.295s,-55:55:5.231,3.0105062,17.0858347,108.274,4907.984
ONEWEB-0273,2021-05-07,23:31:30,-135.007651,-65.632650,175692.49,207.729,35.332,05h19m32.505s,-65:53:39.449,3.0107312,17.0867769,109.350,4994.820
ONEWEB-0273,2021-05-07,23:36:30,-132.278115,-75.301781,175660.08,195.870,33.651,05h26m15.679s,-75:48:19.641,3.0109561,17.0877191,110.428,5062.685
ONEWEB-0273,2021-05-07,23:41:30,-115.827436,-84.617553,175622.45,184.543,31.261,05h59m27.006s,-85:36:14.385,3.0111810,17.0886612,111.507,5104.837
ONEWEB-0274,2021-05-07,22:34:30,-125.313918,-19.518378,229588.98,268.168,38.567,05h11m27.217s,-19:04:15.529,3.0081672,17.0760320,097.207,5211.438
ONEWEB-0274,2021-05-07,22:39:30,-119.833346,-72.218839,229884.97,197.481,38.567,05h30m17.275s,-72:49:50.003,3.0083921,17.0769748,098.260,6057.833
ONEWEB-0274,2021-05-07,22:43:30,-126.202879,-42.558568,229612.91,237.540,42.874,05h15m45.640s,-42:31:31.958,3.0085720,17.0777291,099.104,5515.808
ONEWEB-0274,2021-05-07,22:47:30,-128.888992,-12.731545,229361.82,274.085,32.517,05h10m5.102s,-12:09:10.185,3.0087520,17.0784832,099.950,5123.400
ONEWEB-0274,2021-05-07,22:52:30,-125.388957,-65.361443,229647.90,206.736,39.698,05h23m48.410s,-65:45:32.411,3.0089769,17.0794259,101.009,5828.344
ONEWEB-0274,2021-05-07,22:56:30,-129.961086,-35.541795,229372.40,246.521,39.131,05h14m1.301s,-35:19:52.377,3.0091568,17.0801800,101.858,5319.753
ONEWEB-0274,2021-05-07,23:01:30,-80.388597,-86.943650,229665.51,180.606,30.939,08h24m27.886s,-88:11:30.356,3.0093817,17.0811226,102.922,5935.993
ONEWEB-0274,2021-05-07,23:05:30,-130.045119,-58.132076,229403.61,216.697,39.351,05h19m52.397s,-58:19:12.419,3.0095616,17.0818766,103.775,5598.258
ONEWEB-0274,2021-05-07,23:09:30,-133.658602,-28.169046,229129.05,254.629,34.218,05h12m26.199s,-27:47:34.538,3.0097415,17.0826306,104.629,5180.757
ONEWEB-0274,2021-05-07,23:14:30,-121.785171,-80.344204,229428.02,189.166,33.724,05h45m26.007s,-81:01:8.227,3.0099664,17.0835731,105.699,5782.099
ONEWEB-0274,2021-05-07,23:18:30,-134.266253,-50.538721,229154.71,226.756,37.405,05h17m6.394s,-50:31:21.413,3.0101464,17.0843270,106.556,5391.738
ONEWEB-0274,2021-05-07,23:27:30,-131.682589,-72.640649,229184.04,198.900,35.089,05h28m33.751s,-73:01:30.252,3.0105512,17.0860231,108.489,5601.230
ONEWEB-0274,2021-05-07,23:31:30,-138.248141,-42.584501,228905.65,236.358,33.903,05h14m56.672s,-42:22:27.902,3.0107312,17.0867769,109.350,5227.797
ONEWEB-0274,2021-05-07,23:40:30,-137.641264,-64.496988,228936.95,209.333,34.767,05h21m56.235s,-64:38:22.052,3.0111360,17.0884728,111.291,5415.782
ONEWEB-0274,2021-05-07,23:49:30,-111.197269,-85.642023,228953.79,183.354,31.201,06h34m48.705s,-86:30:20.595,3.0115409,17.0901685,113.237,5561.818
ONEWEB-0275,2021-05-07,22:37:30,-122.706028,-56.758491,188310.81,217.410,43.330,05h20m26.029s,-57:06:10.698,3.0083022,17.0765977,097.838,5494.941
ONEWEB-0275,2021-05-07,22:42:30,-117.779258,-75.913752,188377.59,193.107,36.717,05h34m37.407s,-76:45:19.403,3.0085271,17.0775405,098.893,5702.269
ONEWEB-0275,2021-05-07,22:46:30,-127.894725,-19.398855,187998.81,267.121,35.960,05h11m57.147s,-18:49:31.085,3.0087070,17.0782947,099.738,4777.120
ONEWEB-0275,2021-05-07,22:51:30,-128.034725,-38.625983,188026.03,242.769,40.895,05h15m20.620s,-38:27:35.723,3.0089319,17.0792374,100.797,5019.141
ONEWEB-0275,2021-05-07,22:56:30,-127.324501,-57.765940,188080.34,216.837,40.608,05h20m10.281s,-58:02:12.350,3.0091568,17.0801800,101.858,5314.354
ONEWEB-0275,2021-05-07,23:01:30,-121.901349,-76.730341,188147.08,192.932,35.426,05h34m33.187s,-77:29:18.813,3.0093817,17.0811226,102.922,5508.326
ONEWEB-0275,2021-05-07,23:05:30,-132.629838,-20.084267,187766.69,264.250,32.029,05h11m44.309s,-19:28:54.807,3.0095616,17.0818766,103.775,4728.822
ONEWEB-0275,2021-05-07,23:10:30,-132.767172,-39.131716,187794.92,241.447,37.238,05h15m3.460s,-38:53:56.304,3.0097865,17.0828191,104.843,4911.730
ONEWEB-0275,2021-05-07,23:15:30,-132.042913,-58.091480,187850.33,216.946,38.028,05h19m43.773s,-58:15:54.132,3.0100114,17.0837615,105.913,5150.342
ONEWEB-0275,2021-05-07,23:20:30,-126.547986,-76.874084,187917.87,193.422,34.410,05h33m24.751s,-77:31:10.782,3.0102363,17.0847039,106.985,5335.270
ONEWEB-0275,2021-05-07,23:29:30,-137.548707,-38.955282,187568.17,240.839,33.479,05h14m41.309s,-38:38:13.362,3.0106412,17.0864000,108.919,4814.707
ONEWEB-0275,2021-05-07,23:34:30,-136.866748,-57.735563,187623.78,217.680,35.454,05h19m8.149s,-57:47:27.727,3.0108661,17.0873422,109.997,5004.478
ONEWEB-0275,2021-05-07,23:39:30,-131.752766,-76.346226,187690.43,194.617,33.506,05h31m22.967s,-76:51:0.792,3.0110910,17.0882844,111.075,5179.407
ONEWEB-0276,2021-05-07,22:35:30,-124.874813,-26.593996,213627.37,259.480,41.262,05h13m40.859s,-26:15:4.113,3.0082122,17.0762206,097.418,5126.372
ONEWEB-0276,2021-05-07,22:40:30,-121.991502,-65.261131,213717.25,206.168,40.994,05h25m4.885s,-65:44:55.865,3.0084371,17.0771634,098.471,5804.964
ONEWEB-0276,2021-05-07,22:44:30,-127.247715,-24.444530,213495.81,261.344,38.520,05h13m7.950s,-24:02:16.658,3.0086170,17.0779176,099.315,5059.691
ONEWEB-0276,2021-05-07,22:49:30,-124.759033,-63.034017,213590.52,209.550,40.649,05h23m27.784s,-63:25:36.512,3.0088419,17.0788603,100.373,5671.083
ONEWEB-0276,2021-05-07,22:53:30,-129.624894,-22.134178,213362.43,263.180,35.634,05h12m34.478s,-21:39:52.402,3.0090218,17.0796145,101.221,5003.325
ONEWEB-0276,2021-05-07,22:58:30,-127.483262,-60.645449,213462.37,213.095,40.061,05h22m0.817s,-60:56:26.103,3.0092467,17.0805571,102.284,5542.583
ONEWEB-0276,2021-05-07,23:02:30,-132.006112,-19.662521,213227.11,264.989,32.603,05h12m0.345s,-19:07:52.988,3.0094267,17.0813111,103.135,4957.132
ONEWEB-0276,2021-05-07,23:07:30,-130.168175,-58.095147,213332.28,216.759,39.202,05h20m42.511s,-58:17:25.870,3.0096516,17.0822536,104.202,5421.115
ONEWEB-0276,2021-05-07,23:16:30,-132.817840,-55.382749,213200.16,220.491,38.050,05h19m31.534s,-55:28:37.073,3.0100564,17.0839500,106.127,5308.361
ONEWEB-0276,2021-05-07,23:25:30,-135.436201,-52.507968,213066.27,224.241,36.588,05h18m26.698s,-52:30:1.601,3.0104613,17.0856462,108.059,5205.877
ONEWEB-0276,2021-05-07,23:34:30,-138.026975,-49.470713,212931.16,227.962,34.807,05h17m26.956s,-49:21:42.455,3.0108661,17.0873422,109.997,5114.968
ONEWEB-0276,2021-05-07,23:39:30,-95.444769,-86.606542,212957.63,181.679,30.898,07h25m8.376s,-87:47:3.295,3.0110910,17.0882844,111.075,5473.767
ONEWEB-0276,2021-05-07,23:43:30,-140.593607,-46.271144,212795.39,231.615,32.704,05h16m31.377s,-46:03:43.917,3.0112710,17.0890380,111.939,5036.622
ONEWEB-0276,2021-05-07,23:48:30,-120.754152,-83.864342,212831.34,185.610,31.661,06h04m8.049s,-84:36:25.230,3.0114959,17.0899801,113.021,5390.703
ONEWEB-0276,2021-05-07,23:52:30,-143.139275,-42.909622,212659.37,235.170,30.283,05h15m39.126s,-42:36:11.350,3.0116758,17.0907337,113.887,4971.524
ONEWEB-0277,2021-05-07,22:34:30,-125.190698,-17.243654,194471.59,270.933,37.547,05h11m9.774s,-16:40:3.875,3.0081672,17.0760320,097.207,4843.177
ONEWEB-0277,2021-05-07,22:39:30,-125.018288,-41.575224,194514.11,238.963,43.532,05h15m35.399s,-41:31:39.832,3.0083921,17.0769748,098.260,5206.554
ONEWEB-0277,2021-05-07,22:44:30,-122.957749,-65.788106,194571.31,205.725,40.286,05h23m42.776s,-66:18:32.933,3.0086170,17.0779176,099.315,5609.426
ONEWEB-0277,2021-05-07,22:48:30,-128.890471,-13.237413,194286.27,273.539,32.515,05h10m13.545s,-12:33:42.578,3.0087969,17.0786718,100.161,4772.769
ONEWEB-0277,2021-05-07,22:53:30,-128.832610,-37.441048,194323.43,244.237,40.146,05h14m25.669s,-37:14:39.485,3.0090218,17.0796145,101.221,5033.942
ONEWEB-0277,2021-05-07,22:58:30,-127.413293,-61.538521,194378.60,211.933,39.749,05h21m0.063s,-61:52:40.739,3.0092467,17.0805571,102.284,5397.845
ONEWEB-0277,2021-05-07,23:03:30,-103.304556,-85.053819,194426.62,183.187,31.839,06h25m54.268s,-86:14:1.155,3.0094717,17.0814996,103.348,5582.465
ONEWEB-0277,2021-05-07,23:07:30,-132.638512,-32.931099,194131.99,249.210,36.151,05h13m18.625s,-32:35:14.551,3.0096516,17.0822536,104.202,4897.661
ONEWEB-0277,2021-05-07,23:12:30,-131.696494,-56.910297,194184.05,218.440,38.409,05h18m49.536s,-57:03:51.710,3.0098765,17.0831961,105.271,5201.745
ONEWEB-0277,2021-05-07,23:17:30,-121.608778,-80.613082,194233.75,188.875,33.364,05h42m59.264s,-81:23:54.274,3.0101014,17.0841385,106.342,5436.072
ONEWEB-0277,2021-05-07,23:21:30,-136.436889,-28.045494,193937.62,253.863,31.575,05h12m13.192s,-27:33:41.080,3.0102813,17.0848924,107.200,4796.457
ONEWEB-0277,2021-05-07,23:26:30,-135.852426,-51.904607,193985.80,225.002,36.192,05h17m1.098s,-51:52:21.969,3.0105062,17.0858347,108.274,5029.969
ONEWEB-0277,2021-05-07,23:31:30,-130.592707,-75.585616,194037.14,195.358,34.107,05h30m20.977s,-76:05:48.112,3.0107312,17.0867769,109.350,5278.424
ONEWEB-0277,2021-05-07,23:40:30,-139.913745,-46.521117,193783.50,231.396,33.076,05h15m27.754s,-46:18:25.229,3.0111360,17.0884728,111.291,4889.243
ONEWEB-0277,2021-05-07,23:45:30,-136.918297,-70.124585,193836.10,202.436,33.889,05h24m14.278s,-70:23:41.055,3.0113609,17.0894149,112.372,5119.370
ONEWEB-0280,2021-05-07,22:35:30,-122.740269,-52.077142,186016.23,223.904,44.330,05h19m9.524s,-52:18:54.364,3.0082122,17.0762206,097.418,5399.679
ONEWEB-0280,2021-05-07,22:40:30,-120.619317,-69.168965,186091.30,201.141,39.581,05h26m58.218s,-69:49:56.052,3.0084371,17.0771634,098.471,5635.354
ONEWEB-0280,2021-05-07,22:44:30,-127.728379,-10.918048,185619.98,276.654,32.390,05h10m42.587s,-10:10:24.196,3.0086170,17.0779176,099.315,4687.999
ONEWEB-0280,2021-05-07,22:45:30,-93.675401,-85.624909,186156.52,182.039,31.653,06h50m23.940s,-87:01:19.335,3.0086620,17.0781062,099.526,5677.101
ONEWEB-0280,2021-05-07,22:49:30,-128.133787,-28.037102,185662.05,256.560,38.645,05h13m34.690s,-27:38:2.422,3.0088419,17.0788603,100.373,4845.931
ONEWEB-0280,2021-05-07,22:54:30,-128.211865,-45.081255,185725.81,234.022,41.194,05h16m50.068s,-45:03:16.692,3.0090668,17.0798030,101.434,5086.909
ONEWEB-0280,2021-05-07,22:59:30,-127.260353,-62.032323,185799.29,211.274,39.628,05h21m55.226s,-62:23:53.909,3.0092917,17.0807456,102.496,5329.466
ONEWEB-0280,2021-05-07,23:04:30,-120.513149,-78.784986,185869.78,190.591,34.515,05h38m52.212s,-79:36:40.017,3.0095166,17.0816881,103.562,5468.795
ONEWEB-0280,2021-05-07,23:08:30,-133.298563,-20.517973,185378.91,263.483,31.586,05h11m56.358s,-19:54:33.485,3.0096966,17.0824421,104.416,4701.721
ONEWEB-0280,2021-05-07,23:13:30,-133.577096,-37.399273,185434.01,243.484,36.278,05h14m50.359s,-37:06:50.443,3.0099215,17.0833846,105.485,4850.708
ONEWEB-0280,2021-05-07,23:18:30,-133.274933,-54.198243,185505.30,222.040,37.665,05h18m35.054s,-54:15:56.108,3.0101464,17.0843270,106.556,5047.387
ONEWEB-0280,2021-05-07,23:23:30,-130.767115,-70.877505,185579.88,200.873,35.644,05h26m12.864s,-71:19:45.001,3.0103713,17.0852693,107.629,5224.132
ONEWEB-0280,2021-05-07,23:28:30,-91.569246,-86.621797,185644.75,181.423,30.769,07h24m35.797s,-88:01:34.100,3.0105962,17.0862116,108.704,5312.558
ONEWEB-0280,2021-05-07,23:37:30,-138.951988,-45.673388,185217.55,232.529,33.563,05h16m5.300s,-45:27:4.247,3.0110011,17.0879075,110.644,4822.703
ONEWEB-0280,2021-05-07,23:42:30,-138.015235,-62.220351,185291.94,212.157,34.543,05h20m42.478s,-62:19:55.707,3.0112260,17.0888496,111.723,4979.892
ONEWEB-0280,2021-05-07,23:47:30,-131.549741,-78.574782,185361.74,192.084,32.678,05h34m57.073s,-79:06:47.282,3.0114509,17.0897917,112.804,5116.753
ONEWEB-0281,2021-05-07,22:37:30,-121.979561,-64.519978,279066.15,207.089,41.582,05h24m58.500s,-64:53:35.898,3.0083022,17.0765977,097.838,6333.992
ONEWEB-0281,2021-05-07,22:41:30,-123.654245,-61.233073,278970.38,211.649,42.011,05h22m54.260s,-61:32:0.640,3.0084821,17.0773520,098.682,6239.294
ONEWEB-0281,2021-05-07,22:45:30,-125.207323,-57.906884,278873.76,216.321,42.156,05h21m11.928s,-58:08:6.476,3.0086620,17.0781062,099.526,6143.914
ONEWEB-0281,2021-05-07,22:49:30,-126.671832,-54.542044,278776.50,221.054,42.010,05h19m45.306s,-54:41:55.815,3.0088419,17.0788603,100.373,6049.916
ONEWEB-0281,2021-05-07,22:53:30,-128.070023,-51.138976,278678.82,225.792,41.568,05h18m30.268s,-51:13:30.725,3.0090218,17.0796145,101.221,5959.346
ONEWEB-0281,2021-05-07,22:57:30,-129.417442,-47.697975,278580.97,230.483,40.836,05h17m23.948s,-47:42:53.106,3.0092018,17.0803686,102.071,5874.066
ONEWEB-0281,2021-05-07,23:01:30,-130.725302,-44.219267,278483.17,235.081,39.820,05h16m24.290s,-44:10:4.790,3.0093817,17.0811226,102.922,5795.620
ONEWEB-0281,2021-05-07,23:05:30,-132.001911,-40.703033,278385.66,239.547,38.535,05h15m29.767s,-40:35:7.580,3.0095616,17.0818766,103.775,5725.156
ONEWEB-0281,2021-05-07,23:09:30,-133.253582,-37.149427,278288.64,243.855,36.996,05h14m39.216s,-36:58:3.270,3.0097415,17.0826306,104.629,5663.422
ONEWEB-0281,2021-05-07,23:13:30,-134.485219,-33.558589,278192.27,247.987,35.224,05h13m51.723s,-33:18:53.640,3.0099215,17.0833846,105.485,5610.814
ONEWEB-0281,2021-05-07,23:17:30,-135.700717,-29.930646,278096.70,251.936,33.239,05h13m6.546s,-29:37:40.434,3.0101014,17.0841385,106.342,5567.456
ONEWEB-0281,2021-05-07,23:21:30,-136.903235,-26.265711,278002.01,255.703,31.061,05h12m23.069s,-25:54:25.335,3.0102813,17.0848924,107.200,5533.291
ONEWEB-0281,2021-05-07,23:50:30,-85.126617,-87.221996,277964.09,180.814,30.840,08h45m57.832s,-88:12:38.544,3.0115858,17.0903569,113.453,5946.494
ONEWEB-0282,2021-05-07,22:35:30,-120.371538,-67.910888,245890.58,202.573,40.605,05h27m15.283s,-68:24:39.495,3.0082122,17.0762206,097.418,6155.213
ONEWEB-0282,2021-05-07,22:39:30,-124.829291,-46.423489,245772.37,232.114,43.922,05h17m24.280s,-46:28:52.685,3.0083921,17.0769748,098.260,5727.120
ONEWEB-0282,2021-05-07,22:43:30,-127.266790,-24.845581,245629.01,260.842,38.801,05h12m44.392s,-24:30:3.670,3.0085720,17.0777291,099.104,5351.683
ONEWEB-0282,2021-05-07,22:48:30,-83.246674,-86.638895,245707.18,180.864,31.295,07h59m2.185s,-87:47:36.737,3.0087969,17.0786718,100.161,6167.582
ONEWEB-0282,2021-05-07,22:52:30,-125.197398,-65.902350,245621.21,206.029,39.662,05h25m6.761s,-66:17:18.957,3.0089769,17.0794259,101.009,5940.816
ONEWEB-0282,2021-05-07,22:56:30,-129.282499,-44.261026,245500.57,235.097,40.741,05h16m31.226s,-44:13:11.900,3.0091568,17.0801800,101.858,5556.675
ONEWEB-0282,2021-05-07,23:00:30,-131.650778,-22.535436,245356.82,261.893,34.175,05h12m4.868s,-22:07:10.983,3.0093367,17.0809341,102.709,5273.584
ONEWEB-0282,2021-05-07,23:05:30,-107.100726,-84.614032,245440.86,183.829,32.311,06h26m4.000s,-85:30:45.926,3.0095616,17.0818766,103.775,5999.702
ONEWEB-0282,2021-05-07,23:09:30,-130.073591,-63.281838,245351.82,210.101,38.396,05h23m0.076s,-63:32:27.477,3.0097415,17.0826306,104.629,5743.395
ONEWEB-0282,2021-05-07,23:13:30,-133.769309,-41.486616,245229.31,238.328,37.161,05h15m35.112s,-41:20:18.350,3.0099215,17.0833846,105.485,5413.471
ONEWEB-0282,2021-05-07,23:22:30,-121.168692,-81.729932,245177.50,187.715,33.084,05h53m48.023s,-82:23:5.095,3.0103263,17.0850808,107.414,5834.873
ONEWEB-0282,2021-05-07,23:26:30,-134.954351,-60.050061,245084.71,214.679,36.629,05h21m1.024s,-60:10:18.025,3.0105062,17.0858347,108.274,5566.245
ONEWEB-0282,2021-05-07,23:30:30,-138.280305,-38.101900,244958.65,241.708,33.095,05h14m37.081s,-37:50:31.097,3.0106862,17.0865885,109.135,5299.928
ONEWEB-0282,2021-05-07,23:39:30,-130.771292,-78.134195,244916.90,192.500,33.386,05h38m49.555s,-78:34:35.323,3.0110910,17.0882844,111.075,5673.541
ONEWEB-0282,2021-05-07,23:43:30,-139.810660,-56.207524,244817.54,219.603,34.205,05h19m11.962s,-56:11:4.806,3.0112710,17.0890380,111.939,5414.160
ONEWEB-0283,2021-05-07,22:34:30,-122.605371,-55.656268,247184.63,218.897,43.985,05h20m20.467s,-55:54:38.359,3.0081672,17.0760320,097.207,5964.304
ONEWEB-0283,2021-05-07,22:38:30,-125.481001,-34.810979,247054.78,248.327,42.760,05h14m36.676s,-34:39:15.517,3.0083471,17.0767863,098.049,5525.362
ONEWEB-0283,2021-05-07,22:42:30,-127.575027,-13.900215,246897.50,273.509,34.299,05h10m43.103s,-13:23:8.784,3.0085271,17.0775405,098.893,5264.029
ONEWEB-0283,2021-05-07,22:47:30,-118.563290,-77.305594,247008.21,191.810,36.097,05h39m52.182s,-77:58:1.586,3.0087520,17.0784832,099.950,6129.283
ONEWEB-0283,2021-05-07,22:51:30,-126.760635,-56.472634,246921.10,218.474,41.502,05h20m13.629s,-56:40:36.092,3.0089319,17.0792374,100.797,5807.924
ONEWEB-0283,2021-05-07,22:55:30,-129.704931,-35.484867,246794.45,246.644,39.413,05h14m28.001s,-35:17:33.337,3.0091118,17.0799915,101.646,5439.467
ONEWEB-0283,2021-05-07,22:59:30,-131.817799,-14.431151,246639.48,270.768,30.783,05h10m34.540s,-13:54:10.308,3.0092917,17.0807456,102.496,5234.594
ONEWEB-0283,2021-05-07,23:04:30,-122.513697,-77.649218,246744.71,192.046,35.179,05h39m34.475s,-78:14:38.954,3.0095166,17.0816881,103.562,5962.568
ONEWEB-0283,2021-05-07,23:08:30,-130.998496,-56.678658,246660.40,218.681,39.124,05h19m54.979s,-56:48:59.890,3.0096966,17.0824421,104.416,5662.851
ONEWEB-0283,2021-05-07,23:12:30,-133.967632,-35.548189,246535.27,245.691,35.970,05h14m13.506s,-35:18:24.291,3.0098765,17.0831961,105.271,5357.780
ONEWEB-0283,2021-05-07,23:21:30,-127.017581,-77.393448,246485.39,192.909,34.443,05h37m55.606s,-77:54:3.178,3.0102813,17.0848924,107.200,5810.231
ONEWEB-0283,2021-05-07,23:25:30,-135.321454,-56.275983,246401.01,219.463,36.742,05h19m25.461s,-56:20:1.774,3.0104613,17.0856462,108.059,5531.477
ONEWEB-0283,2021-05-07,23:29:30,-138.269231,-35.001802,246274.01,245.344,32.375,05h13m53.562s,-34:42:0.001,3.0106412,17.0864000,108.919,5285.584
ONEWEB-0283,2021-05-07,23:38:30,-132.011749,-76.538097,246226.66,194.425,33.748,05h35m15.837s,-76:56:17.420,3.0110460,17.0880959,110.859,5670.661
ONEWEB-0283,2021-05-07,23:42:30,-139.724275,-55.264585,246138.55,220.761,34.240,05h18m46.790s,-55:13:48.700,3.0112260,17.0888496,111.723,5415.912
ONEWEB-0284,2021-05-07,22:37:30,-119.179165,-72.265675,223991.62,197.294,38.685,05h30m37.450s,-72:54:17.424,3.0083022,17.0765977,097.838,5999.977
ONEWEB-0284,2021-05-07,22:41:30,-125.973659,-37.708871,223771.80,244.273,42.652,05h14m54.507s,-37:35:0.466,3.0084821,17.0773520,098.682,5359.336
ONEWEB-0284,2021-05-07,22:46:30,-106.877735,-83.554608,223883.55,184.603,33.051,06h11m11.221s,-84:32:26.759,3.0087070,17.0782947,099.738,5980.629
ONEWEB-0284,2021-05-07,22:50:30,-127.283612,-49.237533,223717.63,228.330,41.985,05h17m29.003s,-49:18:51.659,3.0088869,17.0790489,100.585,5497.570
ONEWEB-0284,2021-05-07,22:54:30,-130.499604,-14.456275,223417.58,271.399,31.834,05h10m25.789s,-13:52:48.172,3.0090668,17.0798030,101.434,5035.081
ONEWEB-0284,2021-05-07,22:59:30,-128.036094,-60.584103,223646.72,213.258,39.864,05h21m13.556s,-60:51:24.573,3.0092917,17.0807456,102.496,5605.727
